Nhận xét,Cảm xúc
điểm từ trung bình tới cao,tốt
"Do thầy đã áp dụng công cụ giảng dạy vo cùng tiện ích nên việc học rất dễ dàng, kết quả còn lại là do ở sinh viên, nhưng học trực tiếp chắc sẽ ổn hơn",tốt
Đổi ca sẽ đỡ mệt hơn,tốt
giáo viên giao lưu nhiều hơn với học sinh nữa ạ,tốt
giáo viên giao lưu nhiều hơn với học sinh nữa ạ,tốt
Good,tốt
Gv cần tương tác hình ảnh sống động hơn với SV,tốt
hiểu bài hơn ,tốt
Hiểu lâu hơn hơn học trên lớp,tốt
Hiệu suất học trực tuyến tinh thần tự giác được nâng cao hơn,tốt
hình thức học khá ổn so với trên lớp,tốt
"Học dễ hiểu, dễ làm bài học off khiến mình tập trung nhiều hơn ít bị chi phối",tốt
học hiểu bài,tốt
học ở nhà khó tập trung hơn ở trên lớp,tốt
Học ol thì kết quả tốt hơn học ở trên lớp mỗi tội kiến thức thì hơi khó tiếp thu do đã quen với việc học trên lớp,tốt
học onl dễ tiếp thu ,tốt
Học onl điểm cao hơn trên lớp,tốt
Học onl phù hợp với tình hình dịch bệnh hiện nay ,tốt
học online cũng đạt kết quả khá tốt so với học trên lớp ạ,tốt
học online dễ dàng hơn,tốt
học online dễ hiểu,tốt
Học online dễ tiếp thu hơn học tại lớp ,tốt
Học online dễ tiếp thu vì sinh viên có thể xem đi xem lại nhiều lần để hiểu bài,tốt
Học online giúp em dễ dàng quản lí thời gian và tập trung hơn khi đến lớp học.,tốt
Học online giúp sinh viên nghòe có thể riêpa tục học,tốt
học online hiệu quả hơn,tốt
học online hiệu quả hơn,tốt
Học online hiệu quả hơn ạ,tốt
học online linh động hơn và tiết kiệm chi phí hơn,tốt
Học online phù hợp cho những bạn có khả năng tự học,tốt
kết quả học onl luôn đạt thành tích tốt,tốt
kết quả học onl luôn đạt thành tích tốt,tốt
kết quả học onl luôn đạt thành tích tốt,tốt
kết quả học tập tương đối ổn,tốt
kết quả học tập tương đổi ổn,tốt
Kết quả học tương đối giống với học trực tiếp trên lớp,tốt
Kết quả khả quan hơn khi học trực tiếp tại lớp,tốt
"kết quả ổn hơn, quản lý được thời gian",tốt
Kết quả so với học tại lớp cao hơn,tốt
Kết quả thấy ổn hơn khi học offline,tốt
kết quả tốt,tốt
kết quả tốt,tốt
kết quả tốt,tốt
Không có nhược điểm,tốt
không có nhược điểm ,tốt
"không tốn thời gian di chuyển lên lớp, thể học bất cứ đâu ",tốt
l;inh hoạt thời gian,tốt
mọi thứ đều ổn ,tốt
Mọi thứ đều ổn ,tốt
môn học hay ,tốt
Mong sẽ được học online trong thời gian tiếp theo,tốt
Muốn học trực tiếp,tốt
Nâng cao,tốt
Ok,tốt
Ok,tốt
ok,tốt
Ok,tốt
Ok,tốt
Ok,tốt
Ok,tốt
Ok,tốt
ok,tốt
ok,tốt
ok,tốt
Ok,tốt
Ok,tốt
ok,tốt
Ok,tốt
Ok,tốt
ok,tốt
ok,tốt
Ok,tốt
ok,tốt
ok,tốt
ok,tốt
ok,tốt
Ok,tốt
Ok,tốt
ok,tốt
Ok,tốt
ok,tốt
ok,tốt
ok,tốt
Ok,tốt
oke,tốt
Oke,tốt
Oke,tốt
Okela,tốt
ổn,tốt
ổn,tốt
Ổn định hơn học ở lớp,tốt
Phat trien hon,tốt
"Tận tình,mạng lag",tốt
"Thân thiện,tận tình,mạng lag",tốt
Thầy dạy dễ hiểu,tốt
thoải mái,tốt
"Thoải mái hơn, khó khăn về kết nối, so với học trên lớp cũng tạm ổn",tốt
Tiết kiệm được thời gian ,tốt
"tiết kiệm được thời gian đi lại, em cảm thấy môn này học off sẽ tốt hơn ạ",tốt
tiết kiệm thời gian,tốt
tiết kiệm thời gian hơn,tốt
tiết kiệm thời gian hơn,tốt
tiết kiệm thời gian hơn,tốt
tiết kiệm thời gian so với học trực tiếp,tốt
TIẾT KIỆM THỜI GIAN VÀ AN TOÀN KHI ĐANG TRONG TÌNH HÌNH DỊCH BỆNH CĂNG THẲNG,tốt
TIẾT KIỆM THỜI GIAN VÀ AN TOÀN KHI ĐANG TRONG TÌNH HÌNH DỊCH BỆNH CĂNG THẲNG,tốt
TIẾT KIỆM THỜI GIAN VÀ AN TOÀN KHI ĐANG TRONG TÌNH HÌNH DỊCH BỆNH CĂNG THẲNG,tốt
"tiết kiệm xăng,tiền trọ,thời gian đi lại",tốt
tôt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
tốt ,tốt
tốt ,tốt
tốt ,tốt
tốt ,tốt
tốt ,tốt
tốt ,tốt
tốt ạ,tốt
tốt hiệu quả ( hơi bù ngủ xíu vì ngồi lâu ạ),tốt
tốt hơn học tại lớp,tốt
trực tiếp tại lớp dễ hiểu hơn ạ,tốt
"ưu điểm có thể coi lại bài giảng nhiều lần,",tốt
Ưu điểm dễ dàng lưu trữ kiến thức và tài liệu,tốt
Ưu điểm dễ lưu trữ,tốt
Ưu điểm dễ lưu trữ bài ,tốt
Ưu điểm tiện lợi,tốt
Ưu điểm vẫn là thoải mái tại nhà mà vẫn học được.,tốt
"Ưu điểm: Áp lực giảm bớt, bài giảng tốt. Nhước điểm: Trục trặc về mạng",tốt
"Việc học online chỉ có 1 khuyết điểm lớn nhất đó là đường truyền Internet còn lại thì ưu điểm rất nhiều, tôi được ở cạnh gia đình, cũng như đảm bảo an toàn cho mọi người xung quanh, kết quả học tập trực tuyến cao hơn so với truyền thống nhờ vào các đề thi dạng mở làm tăng tư duy, ứng dụng thực tế, và khiến tôi có thể được rèn luyện các kĩ năng tin học nhiều hơn.",tốt
"Việc học online là cần thiết trong thời buổi hiện nay, đảm bảo an toàn sức khỏe cho sinh viên và giảng viên. Hình thức học này vẫn đáp ứng được khả năng hiểu bài, tiếp cận tài liệu học tập và đạt mục tiêu môn học. Kết quả học tập có thể cao hơn so với học trực tiếp vì học và thi online tạo cảm giác thoải mái hơn cho sinh viên.",tốt
"Việc học online là cần thiết trong thời buổi hiện nay, đảm bảo an toàn sức khỏe cho sinh viên và giảng viên. Tuy nhiên, với cách giảng dạy và đánh giá của giảng viên, kết quả học tập trong lớp thấp hơn so với học trực tiếp, đề thi quá dài so với thời gian làm bài nên kết quả của môn học này sẽ bị ảnh hưởng. Kính mong xem xét và điều chỉnh cách đánh giá kết quả khách quan hơn. Cảm ơn !",tốt
Việc học online thuận lợi cho phát triển kiến thức công nghệ thông tin cho sinh viên nhưng có một vài khó khăn trong việc tiếp thu kiến thức,tốt
Vui,tốt
"Vui điểm số cao, cô vui tính",tốt
"nhiệt tình, vui vẻ ",tốt
 Giáo viên bộ môn soạn đề cương ôn thi cụ thể cho chúng em có thể dễ dàng ôn tập để chuẩn bị kì thi,tốt
 tốt,tốt
 tốt,tốt
Cần thêm thời gian để học môn này vì thấy rất hay và có ý nghiakx,tốt
"Cho các ví dụ, bài tập thực tế và kiến thức thực tế.",tốt
Cô dạy có tâm huyết,tốt
Cô dạy dễ hiểu,tốt
Cô dạy dễ hiểu,tốt
Cô dạy dễ hiểu ,tốt
"Cô dạy dễ hiểu, nhiệt tình",tốt
"Cô dạy dễ hiểu, nhiệt tình với sinh viên",tốt
cô dạy hay,tốt
Cô dạy nhiệt tình ,tốt
Cô dạy nhiệt tình dễ hiểu,tốt
Cô dạy rất hay ,tốt
cô dạy rất nhiệt và hỗ trợ sinh viên tối đa,tốt
Cô dạy tốt nên dễ hiểu bài,tốt
Cô dễ thương,tốt
cô dễ thương,tốt
cô dễ thương ( quốc Thắng),tốt
"Cô dễ thương, giảng rất tận tình, dễ hiểu",tốt
"Cô dễ thương, tận tình",tốt
"Cô Đoan nhiệt tình, giảng bài cặn kẽ",tốt
cô giản dạy tận tình nghiêm túc công bằng trong học tâp,tốt
Cô giản nhiệt tình chi tiết,tốt
cô giảng bài hiểu và rất quan tâm đến hoc sinh,tốt
"cô giảng dạy nhiệt tình, cung cấp đầy đủ tài liệu và luôn giúp đỡ sinh viên mọi lúc mọi nơi, cô giáo rất dễ thương",tốt
Cô giảng dễ hiểu,tốt
"Cô giảng dễ hiểu, nhiệt tình",tốt
cô giảng hay,tốt
"Cô giảng rất nhiệt tình và hay, luôn giúp đỡ sinh viên trong mọi bài giảng",tốt
Cô giáo nhiệt tình giảng dạy.,tốt
cô giáo rất tuyệt vời,tốt
Cô giáo tận tình giảng dạy,tốt
"cô hiền , giảng bài dễ hiểu ",tốt
Cô luôn đóng góp ý kiến để chúng em có nhiều kinh nghiệm và bài học trong lúc giảng dạy. Cô tạo không khí thoải mái cho lớp học,tốt
"cô nguyên tận tình, nghiêm chỉnh, rất có tâm với nghề",tốt
Cô nhiệt tình,tốt
cô nhiệt tình dạy dễ hiểu và nắm rõ kiến thức,tốt
Cô nhiệt tình và luôn giúp đỡ sinh viên,tốt
"Cô nhiệt tình, không nhàm chán ",tốt
Cô rất có tâm và dễ thương ,tốt
Cô rất dễ thương,tốt
Cô rất tận tình,tốt
Cô rất thân thiện vs sinh viên,tốt
Cô rất tốt và nhiệt tình dạy và sửa bài tập cho sv,tốt
"Cô rất vui vẻ nhiệt tình , ",tốt
cô tận tâm nhiệt tình ,tốt
cô tận tâm với sinh viên ,tốt
"Cô vy dễ thương , chịu khó giảng lại bài tận tình",tốt
dạ em cảm ơn cô đã giảng dạy nhiệt tình và chu đáo . em không có đề xuất gì thêm .,tốt
Dạ em thấy môn học rất bổ ích,tốt
Đạt chuẩn trong quá trình học online ,tốt
dạy hay,tốt
Dạy rất dễ hiểu ạ,tốt
dạy tốt lắm ạ,tốt
Dễ hiểu,tốt
Dễ hiểu,tốt
dễ hiểu,tốt
Dễ hiểu,tốt
Dễ hiểu,tốt
dễ hiểu,tốt
Dễ hiểu,tốt
dể hiểu,tốt
dễ hiểu ,tốt
dễ hiểu ,tốt
Dễ học dễ tiếp thu,tốt
đối với em mọi thứ đều tốt,tốt
Đưa nhiều tính huống cho sinh viên linh hoạt giải quyết vấn đề để tiếp cận gần với thực tế,tốt
được,tốt
được,tốt
được,tốt
Em hài lòng ,tốt
Em hài lòng ạ,tốt
em hài lòng với môn học,tốt
Em rất thích cách giản dạy của thầy. Hi vọng thời gian sau này có thể được thầy chỉ dạy nhiều hơn,tốt
"Em rất thích cô, cô giảng bài rất hay",tốt
Giảng viên chỉ dẫn nhiệt tình và dễ hiểu,tốt
Giảng viên có trình độ chuyên môn cao,tốt
Giảng viên có trình độ chuyên môn cao,tốt
"giảng viên có trình độ chuyên môn cao, bổ sung nhiều kiến thức mới cho sinh viên",tốt
GIẢNG VIÊN DẠY DÊ HIỂU,tốt
Giảng viên dạy dễ hiểu,tốt
Giảng viên dạy rất dễ hiểu nhiệt tình và tận tâm ,tốt
giảng viên dạy rất tốt dễ hiểu,tốt
"giảng viên dạy rất vui, rất quan tâm đến sinh viên, giảng dạy tương đối dễ hiểu.",tốt
"Giảng viên giảng dạy dễ hiểu, cập nhật kiến thưc mới cho sinh viên",tốt
Giảng viên giảng dạy nhiệt tình dễ hiểu ,tốt
Giảng viên giảng dạy nhiệt tình dễ hiểu ,tốt
Giảng viên giảng dạy nhiệt tình.,tốt
Giảng viên hướng dẫn sinh viên tận tình ,tốt
giảng viên khá nhiệt tình với sinh viên,tốt
giàng viên khá okee,tốt
Giảng viên nhiệt tình,tốt
Giảng viên nhiệt tình,tốt
giảng viên nhiệt tình,tốt
Giảng viên nhiệt tình,tốt
giảng viên nhiệt tình ,tốt
giảng viên nhiệt tình ,tốt
"Giảng viên nhiệt tình ,hỗ trợ giải đáp thắt mắc nhanh chóng",tốt
Giảng viên nhiệt tình lắm ạ ,tốt
Giảng viên nhiệt tình và chỉ dẫn dễ hiểu,tốt
"giảng viên nhiệt tình, chu đáo ",tốt
"Giảng viên nhiêt tình, có kiến thức rộng về môn học. Truyền đạt dễ hiểu.",tốt
"giảng viên nhiệt tình, có tâm ",tốt
"Giảng viên nhiệt tình, thân thiện, bài giảng phong phú hấp dẫn",tốt
"Giảng viên rất nhiệt tình, thân thiện với sinh viên",tốt
giảng viên tạo nhiều cơ hội cho sinh viên đóng góp xây dựng bài,tốt
giảng viên thân thiện và quan tâm đến sinh viên chu đáo,tốt
"giảng viên thân thiện, có kiến thức , dạy học kiến thức mở rất hữu ích và tạo điều kiện cho sinh viên rèn luyện và phát triển kĩ năng rất linh động,...",tốt
"Giảng viên thân thiện, nhiệt tình, bài giảng đầy đủ, chi tiết",tốt
Giảng viên tốt,tốt
giảng viên tốt,tốt
"giảng viên tốt và nhiệt tình, giỏi",tốt
"Giảng viên vui vẻ, hỗ trợ sinh viên gặp khó khăn trong học tập",tốt
giáo viên giảng bài dễ hiểu,tốt
"giáo viên nhiệt tình tận tâm , giúp đỡ chỉ dạy ",tốt
giáo viên nhiệt tình thân thiện,tốt
giáo viên rất nhiệt tình  ,tốt
Giáo viên rất nhiệt tình giảng dạy thêm trong zalo cho những sinh viên mới và những sinh viên chưa hiểu bài,tốt
Giao viên thực hiện khá tốt vấn đề giảng dạy ,tốt
"giúp bước đầu hiểu về logistics, và ngành học",tốt
giúp em biết thêm được nhiều kiến thức bổ ích,tốt
"giúp hiểu về cách thức hoạt động, năng lực cần có của người điều hành",tốt
GV giảng dễ hiểu,tốt
"Gv nhiệt tình, môn học dễ mất gốc :(",tốt
"GV nhiệt tình, tạo cơ hội và điều kiện giúp các bạn SV nắm bắt bài tốt hơn. ",tốt
hài lòng,tốt
Hài lòng với việc giảng dạy,tốt
Hay,tốt
HAY,tốt
Hay thú vị có thêm nhiều kiến thức bổ ích,tốt
Hiệu quả,tốt
Học tập tốt giáo viên giảng dạy nhiệt tình,tốt
Học tập tốt giáo viên giảng dạy nhiệt tình,tốt
Học tốt,tốt
Học vui ạ ,tốt
hửu ích,tốt
Khá là vui,tốt
Khá ổn,tốt
Khá tốt,tốt
kiến thức thầy cung cấp rất dễ hiểu,tốt
Kiến thức thực tế bổ ích,tốt
kỹ năng sử dụng công nghệ để học tập trực tuyến,tốt
kỹ năng sử dụng công nghệ để học tập trực tuyến,tốt
Là môn học được đề xuất tốt trong quá trình học và giảng dạy,tốt
Mọi thứ đều tốt,tốt
Mọi thứ đều tốt,tốt
Mọi thứ đều tốt ,tốt
môn hay,tốt
Môn học bổ ích,tốt
môn học bổ ích,tốt
môn học bổ ích,tốt
Môn học bổ ích,tốt
Môn học bổ ích,tốt
Môn học bổ ích ,tốt
"môn học bổ ích, mang lại kiến thức thực tế, học onl tránh dịch bệnh. ",tốt
Môn học có ích,tốt
Môn học có ích ,tốt
môn học dễ hiểu,tốt
"Môn học dễ hiểu , Giảng viên dạy rất tận tâm , nhiệt tình",tốt
